Symbol,Description,"Revenue per share, Trailing 12 months","Revenue per share, Trailing 12 months - Currency","Earnings per share basic, Trailing 12 months","Earnings per share basic, Trailing 12 months - Currency","Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Operating cash flow per share, Trailing 12 months","Operating cash flow per share, Trailing 12 months - Currency","Free cash flow per share, Trailing 12 months","Free cash flow per share, Trailing 12 months - Currency","EBIT per share, Trailing 12 months","EBIT per share, Trailing 12 months - Currency","EBITDA per share, Trailing 12 months","EBITDA per share, Trailing 12 months - Currency","Book value per share, Quarterly","Book value per share, Quarterly - Currency","Total debt per share, Quarterly","Total debt per share, Quarterly - Currency","Cash per share, Quarterly","Cash per share, Quarterly - Currency"
BBM,Blueberries Medical Corp.,0.00083615489558368,CAD,-0.0037,CAD,-0.0037,CAD,-0.00264162429089395,CAD,-0.0026416202512251066,CAD,-0.002717909397365898,CAD,-0.0025125326332781127,CAD,0.00155,CAD,0.000022260595171237998,CAD,0.000048094277436017415,CAD
WISH,Wishpond Technologies Ltd.,0.288648702673598,CAD,-0.04,CAD,-0.04,CAD,-0.0211150631577995,CAD,-0.021226183192241278,CAD,-0.03149759797102752,CAD,-0.0011106543894497333,CAD,0.12543,CAD,0.0460902463197767,CAD,0.009117666343879892,CAD
LEGY,Legacy Gold Mines Ltd,,,,,,,,,,,,,,,,,,,,
IZN,InZinc Mining Ltd.,0,CAD,-0.0089,CAD,-0.0089,CAD,-0.00501470461390263,CAD,-0.005014664095948331,CAD,-0.007480019543268005,CAD,-0.007480019543268005,CAD,0.01196,CAD,0,CAD,0.00951535794160494,CAD
EVER,Evergold Corp.,0,CAD,-0.0269,CAD,-0.0269,CAD,-0.0397760759179776,CAD,-0.039775742794778385,CAD,-0.027401048751780708,CAD,-0.027401048751780708,CAD,0.0018,CAD,0,CAD,0.000753691238233589,CAD
HOLD,"Immutable Holdings, Inc.",0,CAD,-0.0299,CAD,-0.0299,CAD,-0.0412752027786517,CAD,-0.0412752129732339,CAD,-0.04392070706931175,CAD,-0.04381203282243626,CAD,0.20451,CAD,0,CAD,0.20635133280961046,CAD
BRY,Bri-Chem Corp.,2.98713080901087,CAD,-0.0637,CAD,-0.0637,CAD,0.0987991511394818,CAD,0.08171678862620073,CAD,-0.007566055242718487,CAD,0.038071485446735144,CAD,0.7395,CAD,0.7100696676336519,CAD,0,CAD
KOG,"KO Gold, Inc.",0,CAD,-0.0373,CAD,-0.0373,CAD,-0.0132484772083682,CAD,-0.01324825626416584,CAD,-0.04849946186830065,CAD,-0.04849946186830065,CAD,-0.03351,CAD,0,CAD,0.0028836311631722424,CAD
VLI,"Vision Lithium, Inc.",0,CAD,-0.0141,CAD,-0.0141,CAD,-0.00166499751339797,CAD,-0.001664993859451345,CAD,-0.0033448592816739207,CAD,-0.0032874557801662934,CAD,0.04604,CAD,0.00006170785063404287,CAD,0.0021813038257168303,CAD
QMC,QMC Quantum Minerals Corp.,0,CAD,-0.0022,CAD,-0.0022,CAD,0.00104026546467118,CAD,0.0010402750058525606,CAD,-0.0022026771333680836,CAD,-0.0020608951780624885,CAD,0.03234,CAD,0,CAD,0.0003291230517003034,CAD
PHRM,PharmaTher Holdings Ltd,0,CAD,-0.0164,CAD,-0.0164,CAD,-0.011343986009964,CAD,-0.011343996996673171,CAD,-0.015818114589509352,CAD,-0.015818114589509352,CAD,0.00589,CAD,0,CAD,0.008467390870253392,CAD
AWI,Advent-AWI Holdings Inc,0.47189400237761,CAD,0.0161,CAD,0.0161,CAD,0.158777255740914,CAD,0.15860482913470078,CAD,-0.004873690808262703,CAD,0.01372626379779403,CAD,0.99947,CAD,0.05487941741590831,CAD,0.72634096247057,CAD
KNE,Kane Biotech Inc.,0.00343518852627779,CAD,-0.0122,CAD,-0.0122,CAD,-0.0178950909449501,CAD,-0.017951190094639826,CAD,-0.019325463895837957,CAD,-0.01816637228257419,CAD,-0.00474,CAD,0.013728187369725815,CAD,0.005611480582227666,CAD
GZD,Grizzly Discoveries Inc,0,CAD,-0.0022,CAD,-0.0022,CAD,-0.00119278177767982,CAD,,,-0.0017026434163820146,CAD,-0.0017026434163820146,CAD,0.05756,CAD,0.0014462518826294632,CAD,0.0009067015852806547,CAD
GIG,"XAU Resources, Inc.",0,CAD,-0.0133,CAD,-0.0133,CAD,-0.00940245014470919,CAD,-0.00940252943741823,CAD,-0.012995282083812395,CAD,-0.012995282083812395,CAD,-0.00004,CAD,0.005550489632478294,CAD,0.006501922848194109,CAD
GUG,Gungnir Resources Inc,0,CAD,-0.0051,CAD,-0.0051,CAD,-0.00479291169174206,CAD,-0.004792953487353058,CAD,-0.004866848127605946,CAD,-0.004866848127605946,CAD,0.03426,CAD,0,CAD,0.0015596366610569712,CAD
SURE,SureNano Science Ltd,0,CAD,-0.011,CAD,-0.011,CAD,-0.00955414632890995,CAD,-0.009554260874658353,CAD,-0.018233010412323076,CAD,-0.018137555621983607,CAD,0.03438,CAD,0,CAD,0.04478395125482767,CAD
EGLX,Enthusiast Gaming Holdings Inc,0.296768259583809,CAD,-0.7648,CAD,-0.7648,CAD,-0.0267688929357684,CAD,-0.026746413684579026,CAD,-0.061958671689361526,CAD,-0.04821692575406783,CAD,0.04997,CAD,0.2668766103912833,CAD,0.013465775117030794,CAD
VCT,Volt Carbon Technologies Inc,0.000144268162188214,CAD,-0.0062,CAD,-0.0062,CAD,-0.0036074647450571,CAD,-0.0038093997098678444,CAD,-0.004083288698747952,CAD,-0.003028923316529333,CAD,0.0098,CAD,0.0032712679331637715,CAD,0.00032547026868869923,CAD
LECR,Leocor Mining Inc.,0,CAD,-0.0039,CAD,-0.0039,CAD,-0.0049617130925233,CAD,-0.0049617046238608865,CAD,-0.005899354926740057,CAD,-0.005899354926740057,CAD,0.07471,CAD,0,CAD,0.04575028038470965,CAD
AVCR,Avricore Health Inc.,0.0189704351275171,CAD,-0.0161,CAD,-0.0161,CAD,-0.00144839062749779,CAD,-0.002333801798375005,CAD,-0.008144858689628984,CAD,-0.005681527386644307,CAD,0.01277,CAD,0,CAD,0.005348541782111154,CAD
MEC,Mustang Energy Corp,0,CAD,-0.0859,CAD,-0.0859,CAD,-0.0412372317708627,CAD,-0.04123723177086266,CAD,-0.055834871780604506,CAD,-0.055834871780604506,CAD,0.13381,CAD,0,CAD,0.024957743760815224,CAD
FNI,"Fathom Nickel, Inc.",0,CAD,-0.0054,CAD,-0.0054,CAD,-0.006168888261573,CAD,-0.0061688733391659385,CAD,-0.0047791993105927525,CAD,-0.004759700698694954,CAD,0.09445,CAD,0,CAD,0.0006277259755812118,CAD
PNGA,Pangea Wellness Inc.,0.000247672257807703,CAD,-0.1352,CAD,-0.1352,CAD,-0.0478580969658131,CAD,-0.04785816776977469,CAD,-0.056645293428786984,CAD,-0.05495909708239177,CAD,0.25136,CAD,0,CAD,0.06449547026345127,CAD
CJR.B,Corus Entertainment Inc. Class B,5.35406638588047,CAD,-1.762,CAD,-1.762,CAD,-0.238843762535098,CAD,-0.3185820296831127,CAD,0.39538708383473725,CAD,3.2854643000401125,CAD,-3.56096,CAD,5.7155334937825915,CAD,0.2267348576012836,CAD
MRVL,Marvel Biosciences Corp,0,CAD,-0.045,CAD,-0.045,CAD,-0.0191884455037559,CAD,-0.01918846349912636,CAD,-0.029735550113435618,CAD,-0.029735550113435618,CAD,-0.0635,CAD,0.04156930571413476,CAD,0.011400715006454579,CAD
BGF,"Beauce Gold Fields, Inc.",0,CAD,-0.0041,CAD,-0.0041,CAD,-0.00523210929586049,CAD,-0.005232136396014478,CAD,-0.005520120699027153,CAD,-0.005520120699027153,CAD,0.0375,CAD,0,CAD,0.006790024881374044,CAD
AAZ,Azincourt Energy Corp,0,CAD,-0.0506,CAD,-0.0506,CAD,-0.0413985584793925,CAD,-0.043738870064388986,CAD,-0.04065141858060556,CAD,-0.04065141858060556,CAD,0.08471,CAD,0,CAD,0.01273341302188557,CAD
BM,BC Moly Ltd.,0,CAD,-0.0003,CAD,-0.0003,CAD,0.0000521102981872516,CAD,0.000052254648043726,CAD,-0.001165480741174154,CAD,-0.001165480741174154,CAD,0.01932,CAD,0,CAD,0.019636141935980435,CAD
STUV,Stuve Gold Corp.,0,CAD,-0.0208,CAD,-0.0208,CAD,-0.0287206255980991,CAD,-0.028720524412485984,CAD,-0.003762081093771945,CAD,-0.003762081093771945,CAD,0.30661,CAD,0.07760997233484788,CAD,0.0025235691898513263,CAD
INX,Intouch Insight Ltd.,1.0080842051142,CAD,-0.0342,CAD,-0.0342,CAD,0.0333959284025068,CAD,0.033193711995107136,CAD,0.05862206405516091,CAD,0.08267367339945655,CAD,0.27611,CAD,0.13696735362718213,CAD,0.05482583072327486,CAD
DOCT,Republic Technologies Inc.,0,CAD,-0.0784,CAD,-0.0784,CAD,-0.022763953670159,CAD,-0.02276392289520883,CAD,-0.036503707150498124,CAD,-0.036503707150498124,CAD,0.05791,CAD,0.038969026859145516,CAD,0.2173198342091884,CAD
ESE,ESE Entertainment Inc,,,,,,,,,,,,,,,-0.01269,CAD,0.010518214478141524,CAD,0.002977080254011727,CAD
ALTN,Aeonian Resources Corp,0,CAD,-0.0607,CAD,-0.0607,CAD,-0.00765659472729875,CAD,-0.007656489515996182,CAD,-0.03242007380099424,CAD,-0.03242007380099424,CAD,0.02344,CAD,0.0019744479096079196,CAD,0.007039819768830252,CAD
BLOK.H,Blok Digital Ltd.,0,CAD,-0.0419,CAD,-0.0419,CAD,-0.0319575733640731,CAD,-0.031957462141916984,CAD,-0.04251744976264684,CAD,-0.04251744976264684,CAD,0.03,CAD,0,CAD,0.03712640062931284,CAD
ERA,Elcora Advanced Materials Corp.,0,CAD,-0.0659,CAD,-0.0659,CAD,-0.0277330852377625,CAD,-0.02773326166922548,CAD,-0.06596066675778763,CAD,-0.06596066675778763,CAD,-0.17015,CAD,0.11120910310601179,CAD,0.01025419662965446,CAD
AWE,Thunderstruck Resources Ltd.,0,CAD,-0.0169,CAD,-0.0169,CAD,-0.0117873260491934,CAD,-0.01178734943447148,CAD,-0.014721032574148986,CAD,-0.014721032574148986,CAD,0.09017,CAD,0,CAD,0.00509415544372092,CAD
HERB,Herbal Dispatch Inc,0.12607440540463,CAD,-0.0382,CAD,-0.0382,CAD,0.0018967922981436,CAD,0.0018256141342103225,CAD,-0.02354443069751703,CAD,-0.018568195412465235,CAD,0.01701,CAD,0.02253032833578495,CAD,0.008560112698474245,CAD
ADZ,Adamera Minerals Corp.,0,CAD,-0.1021,CAD,-0.1021,CAD,-0.0257299370569391,CAD,-0.04189956960697843,CAD,-0.027328987115854325,CAD,-0.026916180407240975,CAD,0.17215,CAD,0,CAD,0.0016678823087451107,CAD
CPL,Copper Lake Resources Ltd.,0,CAD,-0.0024,CAD,-0.0024,CAD,-0.000224550635695813,CAD,-0.00022456540244922114,CAD,-0.002416542278304055,CAD,-0.002416542278304055,CAD,0.00315,CAD,0,CAD,0.0000072873928067526305,CAD
RKL,Rockland Resources Ltd.,0,CAD,-0.0783,CAD,-0.0783,CAD,-0.0200735678621846,CAD,-0.020073457627515674,CAD,-0.02728142704290678,CAD,-0.02728142704290678,CAD,0.05011,CAD,0,CAD,0.0006372666211489345,CAD
TWEL,Tokenwell Platforms Inc.,0,CAD,-0.0514,CAD,-0.0514,CAD,-0.0409837385458353,CAD,-0.040983800958982165,CAD,-0.03603963950499218,CAD,-0.03575170685393718,CAD,0.13156,CAD,0,CAD,0.025230473027576042,CAD
CELL,Grid Battery Metals Inc,0,CAD,-0.0184,CAD,-0.0184,CAD,-0.0192954494175739,CAD,-0.019295433659681904,CAD,-0.01782863654918554,CAD,-0.017772748559013,CAD,0.02124,CAD,0.000005221114871381854,CAD,0.004531181834806395,CAD
SPLY,Safe Supply Streaming Co Ltd.,0.0001614802913828,CAD,-0.0264,CAD,-0.0264,CAD,-0.00525662185160449,CAD,-0.005256621851604486,CAD,-0.009280387653586804,CAD,-0.00926355479580455,CAD,0.01311,CAD,0,CAD,0.001185208644368814,CAD
WIN,Windfall Geotek Inc.,0.00118829049321262,CAD,-0.0056,CAD,-0.0056,CAD,-0.00325451097264296,CAD,-0.0032545179625870376,CAD,-0.005722247819785766,CAD,-0.005722247819785766,CAD,0.00141,CAD,0,CAD,0.003918744388516582,CAD
YCM,Commerce Split Corp Capital 2010-1.12.19,,,,,,,,,,,,,,,,,,,,
ZCC.H,Zena Mining Corp.,0,CAD,-0.002,CAD,-0.002,CAD,-0.00067352047729729,CAD,-0.0006735608102799416,CAD,-0.0037505640567623813,CAD,-0.0037505640567623813,CAD,0.05246,CAD,0,CAD,0.05216107347685315,CAD
ETF,Eastfield Resources Ltd.,0,CAD,-0.0079,CAD,-0.0079,CAD,-0.00338452265694565,CAD,-0.0032839482510538657,CAD,-0.003154752712890273,CAD,-0.0027937217881362202,CAD,0.02116,CAD,0,CAD,0.011995331509744283,CAD
NEV,Nevada Sunrise Metals Corporation,0,CAD,-0.0082,CAD,-0.0082,CAD,-0.00542362655314632,CAD,-0.005448675804902123,CAD,-0.005562399584463198,CAD,-0.005558249726047538,CAD,0.01007,CAD,0,CAD,0.010166579201778441,CAD
VGD,Visible Gold Mines Inc.,0,CAD,0.0544,CAD,0.0544,CAD,-0.0211115741542683,CAD,-0.021111466497631393,CAD,-0.012878156048510512,CAD,-0.012382935518734354,CAD,0.05181,CAD,0.0014352244549371387,CAD,0.0027149119837016466,CAD
GNG,Golden Goliath Resources Ltd.,0,CAD,-0.0237,CAD,-0.0237,CAD,-0.0152061674844372,CAD,-0.01545075284301476,CAD,-0.023365065100917702,CAD,-0.02333596971870474,CAD,0.02234,CAD,0,CAD,0.028161052147948177,CAD
ARGL,Argyle Resources Corp.,0,CAD,-0.1627,CAD,-0.1627,CAD,-0.137006345256435,CAD,-0.1370063259918405,CAD,-0.14208582153226035,CAD,-0.14208582153226035,CAD,0.06051,CAD,0,CAD,0.018910819146340366,CAD
TUK,Tuktu Resources Ltd,0.0268385028009887,CAD,-0.0065,CAD,-0.0065,CAD,0.000996187176246746,CAD,-0.021586095172919192,CAD,-0.012255974273457041,CAD,-0.0024812893465382124,CAD,0.03885,CAD,0.002672268118184157,CAD,0.012231528147197098,CAD
TMIN,Teako Minerals Corp,,,,,,,,,,,,,,,0.02955,CAD,0,CAD,0.0028953611933227527,CAD
EDW.H,Edgewater Exploration Ltd.,0,CAD,-0.0054,CAD,-0.0054,CAD,-0.00152555226829044,CAD,-0.0015255522682904353,CAD,-0.0023864693533428515,CAD,-0.0023864693533428515,CAD,-0.04643,CAD,0,CAD,0.013420980567346672,CAD
STCQ,Stock Trend Capital Inc.,0.000129519171201622,CAD,0.001,CAD,0.001,CAD,-0.0000875845488817764,CAD,,,-0.0015210482829822165,CAD,-0.0015210482829822165,CAD,0.00383,CAD,0,CAD,0.002721938212397282,CAD
SAO,"South Atlantic Gold, Inc.",0,CAD,-0.0024,CAD,-0.0024,CAD,-0.00240092447448876,CAD,-0.0024009518253734264,CAD,-0.00354813909777418,CAD,-0.003544583482767931,CAD,0.02891,CAD,0.004558480777242124,CAD,0.0019465989293441497,CAD
TRU,TRU Precious Metals Corp.,0,CAD,-0.0005,CAD,-0.0005,CAD,-0.00156893411797697,CAD,-0.0015689523637307061,CAD,-0.003213381328747989,CAD,-0.003213381328747989,CAD,0.00965,CAD,0,CAD,0.009957291677677473,CAD
CRC,Canter Resources Corp,0,CAD,-0.128,CAD,-0.128,CAD,-0.0894540757252341,CAD,-0.08945432186768958,CAD,-0.1269861234729322,CAD,-0.1269861234729322,CAD,2.11904,CAD,0,CAD,0.015674597704770834,CAD
MCL,"McLaren Resources, Inc.",0,CAD,-0.0037,CAD,-0.0037,CAD,-0.00369388129361483,CAD,-0.003693892234914653,CAD,-0.0036431246037129587,CAD,-0.0036431246037129587,CAD,-0.00277,CAD,0,CAD,0.0006961620841530601,CAD
QREE,Quebec Rare Earth Elements Corp,0,CAD,-0.0026,CAD,-0.0026,CAD,-0.00196321044873478,CAD,-0.001963210448734781,CAD,-0.002955128621973271,CAD,-0.002955128621973271,CAD,0.11411,CAD,0.00023438520161590034,CAD,0.008246608933653837,CAD
BAC,BacTech Environmental Corp.,0,CAD,-0.0044,CAD,-0.0044,CAD,-0.00534729996336078,CAD,-0.0053473045427478985,CAD,-0.0065457301512888,CAD,-0.0065457301512888,CAD,-0.01399,CAD,0.00714384390265115,CAD,0.0032314307810090235,CAD
XTM,Transition Metals Corp.,0,CAD,0.0344,CAD,0.0344,CAD,0.0207168004218554,CAD,0.020716749384379587,CAD,-0.025208047252332416,CAD,-0.025127918415370078,CAD,0.0645,CAD,0,CAD,0.06287407439390892,CAD
VG,Volcanic Gold Mines Inc.,0,CAD,-0.0216,CAD,-0.0216,CAD,-0.0209338606235678,CAD,-0.021061995768566023,CAD,-0.018668646801368708,CAD,-0.01757274490586257,CAD,0.03318,CAD,0.0014960355521491933,CAD,0.025485667452453755,CAD
GLD,Gold Finder Resources Ltd.,0,CAD,-0.0056,CAD,-0.0056,CAD,-0.00512753622813279,CAD,-0.005127597856062915,CAD,-0.00518814729740881,CAD,-0.005187376948282272,CAD,0.01405,CAD,0,CAD,0.005038067880576657,CAD
LPK,Lupaka Gold Corp.,0,CAD,0.0048,CAD,0.0048,CAD,-0.00594453738528319,CAD,-0.0060016103620759344,CAD,-0.005442580667836314,CAD,-0.005442580667836314,CAD,-0.01594,CAD,0,CAD,0.0009075212500282338,CAD
RMI,"Ridgestone Mining, Inc.",0,CAD,-0.0184,CAD,-0.0184,CAD,-0.00815215242429777,CAD,-0.008152283132701381,CAD,-0.017381603511089135,CAD,-0.017322131187449904,CAD,0.04256,CAD,0,CAD,0.0023628811661280933,CAD
ABM,Aben Gold Corp,0,CAD,-0.2591,CAD,-0.2591,CAD,-0.0157514269376176,CAD,-0.01575146997794872,CAD,-0.01880173824402852,CAD,-0.01880173824402852,CAD,0.33137,CAD,0.014190655410414952,CAD,0.000942583251406063,CAD
ABZ,AsiaBaseMetals Inc.,0,CAD,-0.0043,CAD,-0.0043,CAD,-0.000833382456656273,CAD,-0.0008334025822921655,CAD,-0.003993328673711941,CAD,-0.003993328673711941,CAD,-0.01735,CAD,0.00024897424162126006,CAD,0.0005748686636221544,CAD
GSPR,GSP Resource Corp.,0,CAD,-0.015,CAD,-0.015,CAD,-0.0116678576511749,CAD,-0.011667900971517157,CAD,-0.014552169356026,CAD,-0.014552169356026,CAD,0.07926,CAD,0,CAD,0.003652554653647691,CAD
RIWI,RIWI Corp.,,,,,,,,,,,,,,,,,,,,
MON,Montero Mining and Exploration Ltd.,0,CAD,2.0814,CAD,2.0814,CAD,2.06761040111767,CAD,2.066967343014877,CAD,-0.24612414444961975,CAD,-0.2458500187877828,CAD,0.41652,CAD,0,CAD,0.310704200095932,CAD
HML,Heritage Mining Ltd.,0,CAD,-0.0355,CAD,-0.0355,CAD,-0.0188128761612831,CAD,-0.018812840284249146,CAD,-0.03173840280797777,CAD,-0.030761255911736927,CAD,0.00004,CAD,0.0017216527536366199,CAD,0.001622230317197252,CAD
HYPE,Hyper Bit Technologies Ltd.,0,CAD,-0.113,CAD,-0.113,CAD,-0.0419696286038029,CAD,-0.042068440847420445,CAD,-0.055836058696797704,CAD,-0.055836058696797704,CAD,0.00243,CAD,0.016927052151773612,CAD,0.014138288316191207,CAD
FTEC,Fintech Select Ltd,0.0369257327792679,CAD,-0.0048,CAD,-0.0048,CAD,-0.00347732275454761,CAD,-0.003477347739083741,CAD,-0.0047561812210854745,CAD,-0.004569296890805647,CAD,-0.00123,CAD,0,CAD,0.009985057373551856,CAD
SRI,Sparton Resources Inc.,0,CAD,-0.0002,CAD,-0.0002,CAD,-0.000866097851050976,CAD,-0.0008661213885572894,CAD,-0.00307417485579173,CAD,-0.0030496370054602954,CAD,0.0057,CAD,0.0013426205507368102,CAD,0.0006094801884721097,CAD
ANTL,"Antler Gold, Inc.",0,CAD,-0.0077,CAD,-0.0077,CAD,-0.000215675419393184,CAD,0.00004579937440917018,CAD,-0.006502300124951923,CAD,-0.0064747764624464126,CAD,0.02503,CAD,0,CAD,0.00017574408983018838,CAD
MEX,Mexican Gold Mining Corp.,0,CAD,-0.0145,CAD,-0.0145,CAD,-0.0132102848355717,CAD,-0.013210205578301071,CAD,-0.013431333363292582,CAD,-0.013431333363292582,CAD,-0.00377,CAD,0.003253669472928847,CAD,0.0007706580707401258,CAD
RVV,Revive Therapeutics Ltd.,0,CAD,-0.0258,CAD,-0.0258,CAD,-0.00104820716630614,CAD,-0.0010482141544005054,CAD,-0.003079513423741432,CAD,-0.0030789776698402936,CAD,-0.00804,CAD,0.00015880910312125168,CAD,0.00007209616953966677,CAD
NGMD,NuGen Medical Devices Inc,0.00259619102516229,CAD,-0.0093,CAD,-0.0093,CAD,-0.0236852372835385,CAD,,,-0.01715681854802013,CAD,-0.014297840636345436,CAD,-0.03814,CAD,0.08067405457438183,CAD,0.019144202187566267,CAD
ATC,ATERRA Metals Inc.,0,CAD,-0.0121,CAD,-0.0121,CAD,-0.00849123315840428,CAD,-0.008491247509646822,CAD,-0.01080739454277642,CAD,-0.01080739454277642,CAD,0.00109,CAD,0,CAD,0.00040199265471834193,CAD
ZBNI,ZEB Nickel Corp,0,CAD,-0.0047,CAD,-0.0047,CAD,-0.00253651449232785,CAD,-0.002536568396876914,CAD,-0.0029708593804606428,CAD,-0.0029708593804606428,CAD,-0.04093,CAD,0.01500810454895099,CAD,0.00009215881070752774,CAD
USHA,Usha Resources Ltd,0,CAD,0.0055,CAD,0.0055,CAD,-0.00329367276358233,CAD,-0.0032936265275111966,CAD,-0.005510530548397601,CAD,-0.005510530548397601,CAD,0.09595,CAD,0,CAD,0.0038899678140305698,CAD
LUX,Newlox Gold Ventures Corp.,0.00488916625098317,CAD,-0.0188,CAD,-0.0188,CAD,-0.00465093494921828,CAD,,,-0.01039208754396445,CAD,-0.004928162178623506,CAD,0.01249,CAD,0.011685136960171387,CAD,0.009893746861394758,CAD
CMET,Clarity Metals Corp,0,CAD,-0.0172,CAD,-0.0172,CAD,-0.00105661976655311,CAD,-0.001056549540594949,CAD,-0.005526782907598704,CAD,-0.005526782907598704,CAD,-0.00574,CAD,0,CAD,0.005084763170417596,CAD
FMN,Fidelity Minerals Corp.,0,CAD,-0.036,CAD,-0.036,CAD,-0.0158191805674545,CAD,-0.01581910182432092,CAD,-0.026390367509953133,CAD,-0.026390367509953133,CAD,0.17901,CAD,0.01908079990424835,CAD,0.030127162286448624,CAD
MLKM,"Mayo Lake Minerals, Inc.",,,,,,,,,,,,,,,,,,,,
SPX,"Stellar AfricaGold, Inc.",0,CAD,-0.032,CAD,-0.032,CAD,-0.0321532934706962,CAD,,,-0.03020380454996165,CAD,-0.03020380454996165,CAD,0.06299,CAD,0,CAD,0.10259795783373926,CAD
NWI,Nuinsco Resources Limited,0,CAD,-0.0004,CAD,-0.0004,CAD,-0.000124055325099838,CAD,-0.0001240569516496172,CAD,-0.0006354767331845934,CAD,-0.0006347285202862215,CAD,-0.00403,CAD,0.00009759298674415932,CAD,0.00009255881517793976,CAD
HAR,"Harfang Exploration, Inc.",0.000297194123120973,CAD,-0.0293,CAD,-0.0293,CAD,-0.033946655849683,CAD,-0.03394670133741904,CAD,-0.032114341612215005,CAD,-0.03166082888434846,CAD,0.15166,CAD,0.0010322190771243427,CAD,0.01477566756379854,CAD
RES,Auric Resources Corp,0,CAD,-0.0239,CAD,-0.0239,CAD,-0.0181873526684827,CAD,-0.018187470712730313,CAD,-0.022488609615435844,CAD,-0.021324299853007368,CAD,0.0582,CAD,0.0035694219597477775,CAD,0.014863580788046872,CAD
DHB,Delivra Health Brands Inc,0.429086237920994,CAD,-0.0258,CAD,-0.0258,CAD,-0.0216558359231037,CAD,-0.02165583592310368,CAD,-0.01468246482821948,CAD,0.016313849809132756,CAD,0.13848,CAD,0.06989365065285308,CAD,0.10402478348882298,CAD
ZFR,Zephyr Minerals Ltd.,0,CAD,-0.0033,CAD,-0.0033,CAD,-0.00154998133120617,CAD,-0.0015499813312061688,CAD,-0.0028774128550323546,CAD,-0.0028774128550323546,CAD,0.06149,CAD,0,CAD,0.0009524106620167782,CAD
MATE,Blockmate Ventures Inc,0,CAD,-0.0487,CAD,-0.0487,CAD,-0.0171554990714707,CAD,,,-0.053105350485079264,CAD,-0.05308972402151532,CAD,-0.04353,CAD,0.046437733813141105,CAD,0.0008919013362112256,CAD
ESPN,Hispania Resources Inc,0,CAD,-0.0133,CAD,-0.0133,CAD,0.000287659447310679,CAD,0.00018731789807646906,CAD,-0.013259577708548013,CAD,-0.013259577708548013,CAD,-0.03653,CAD,0.011175478090907255,CAD,0.0007245408442660359,CAD
CCD,Cascadero Copper Corp.,0,CAD,-0.0012,CAD,-0.0012,CAD,-0.000846080395643125,CAD,-0.0008460670680793382,CAD,-0.0005279048015850445,CAD,-0.0005279048015850445,CAD,-0.00163,CAD,0,CAD,0.00016269623492424717,CAD
SOLR,Solar Alliance Energy Inc.,0.0151328581822029,CAD,-0.0053,CAD,-0.0053,CAD,-0.000387551996409899,CAD,-0.0004569538280965648,CAD,-0.0066292689248923535,CAD,-0.0065779467327679335,CAD,-0.01446,CAD,0.0011536246384571758,CAD,0.00010621830587862547,CAD
MTH,Mammoth Resources Corp.,0,CAD,-0.0066,CAD,-0.0066,CAD,-0.00156864499844417,CAD,-0.001568644998444165,CAD,-0.0035042299875504114,CAD,-0.0035042299875504114,CAD,-0.00042,CAD,0.002328980320783069,CAD,0.006476828682747466,CAD
TCEC,Terra Clean Energy Corp.,0,CAD,-0.0717,CAD,-0.0717,CAD,-0.0383712427719238,CAD,-0.03837116833273563,CAD,-0.04349208821847743,CAD,-0.04349208821847743,CAD,0.10124,CAD,0,CAD,0.003402913048601619,CAD
GKO,Geekco Technologies Corporation Class A,0,CAD,-0.0246,CAD,-0.0246,CAD,-0.00265145699930132,CAD,-0.0026514327864088872,CAD,-0.014119021838370395,CAD,-0.008513252981154877,CAD,-0.00392,CAD,0.01731063214862193,CAD,0.0008257806965935355,CAD
APX,Apex Resources Inc.,0,CAD,-0.0059,CAD,-0.0059,CAD,-0.00554333228363638,CAD,-0.009043164809890512,CAD,-0.00430129911478958,CAD,-0.00430129911478958,CAD,0.07215,CAD,0.003534551844569892,CAD,0.0006634659954543436,CAD
QCX,QcX Gold Corp,0,CAD,-0.0471,CAD,-0.0471,CAD,-0.0232342007434944,CAD,-0.0232336117157154,CAD,-0.04845460315784861,CAD,-0.04845460315784861,CAD,0.30315,CAD,0,CAD,0.04264419753447108,CAD
JUMP,Leveljump Healthcare Corp.,0.196000104845607,CAD,0.0206,CAD,0.0182,CAD,0.0194931780344224,CAD,0.01322053772882546,CAD,0.0061638769799519265,CAD,0.0194751026351538,CAD,0.0658,CAD,0.12163871030823956,CAD,0.0011557062050721,CAD
ETR,Etruscus Resources Corp.,0,CAD,-0.0065,CAD,-0.0065,CAD,-0.00590924887380994,CAD,-0.005945930841630976,CAD,-0.008590640077324779,CAD,-0.008295660454787671,CAD,0.07475,CAD,0.0007317267315618726,CAD,0.002662560401042912,CAD
AVU,Avrupa Minerals Ltd.,0,CAD,-0.0018,CAD,-0.0021,CAD,-0.00358787603583309,CAD,-0.003587798725913979,CAD,-0.00590415852219554,CAD,-0.005898437588181627,CAD,0.01596,CAD,0,CAD,0.0015504504276892962,CAD
CRUZ,Cruz Battery Metals Corp,0,CAD,-0.0057,CAD,-0.0057,CAD,-0.00384882844987238,CAD,-0.003848811295249029,CAD,-0.005556210957471065,CAD,-0.005242510078441289,CAD,0.01695,CAD,0.0007006462815647,CAD,0.0013354474004967374,CAD
