Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
IOT,Innovotech Inc.,Sell,Strong sell,Sell,41.23620500002169,-0.01999999999999999,-0.006889705882352853,-222.22222222222285,16.666666666666664,32.40740740740741,
SKP,StrikePoint Gold Inc.,Buy,Strong buy,Neutral,53.3764744291456,0.015000000000000013,0.008985294117646897,14.55604075691406,71.71717171717172,66.95526695526696,Doji
VRR,VR Resources Ltd.,Strong buy,Strong buy,Buy,56.34091391606504,0.06,0.10502941176470582,65.66666666666686,55.43859649122806,62.8143274853801,
CEQ,Criterium Energy Ltd,Neutral,Neutral,Neutral,47.68673951514151,0,-0.00030882352941184743,-121.46892655367162,33.333333333333265,33.33333333333328,Marubozu White
KRN,Karnalyte Resources Inc.,Strong buy,Strong buy,Buy,60.6238097398334,0.07,-0.002602941176470641,184.00369856680535,100,92.5925925925926,
RLYG,Riley Gold Corp.,Strong buy,Strong buy,Neutral,62.21647038137952,0.009999999999999953,0.017411764705882404,133.03437967115147,86.66666666666667,69.29292929292929,
REX,Orex Minerals Inc.,Buy,Strong buy,Neutral,58.023705222361095,0.08500000000000002,0.06898529411764709,51.17270788912587,74.16666666666664,77.49999999999999,
NIX,NorthX Nickel Corp.,Sell,Strong sell,Neutral,47.35925016395093,0.010000000000000009,-0.019411764705882212,-41.958041958042166,33.33333333333336,26.358024691358043,Marubozu Black
NUKV,Nuclear Vision Limited,Buy,Strong buy,Neutral,52.74809937860584,0.025000000000000022,-0.005720588235293644,-39.71734892787538,17.76556776556778,10.123536594124843,Marubozu White
GPS,Great Plains Metals Corp.,Buy,Strong buy,Neutral,56.50365490429419,-0.024999999999999994,0.04913235294117643,12.25179552175742,31.818181818181802,39.11111111111108,
NRM,Noram Lithium Corp,Buy,Buy,Neutral,51.804963782727796,0,0.009544117647058759,-48.48484848485023,71.42857142857143,76.45502645502648,
SABA,Saba Energy Ltd.,Buy,Strong buy,Buy,59.312160785857714,0,0.09867647058823525,40.891821635672905,57.79220779220776,61.247816510974395,Marubozu White
LIBR,Libra Energy Materials Inc.,Neutral,Neutral,Neutral,49.22485566616242,-0.0050000000000000044,-0.0044117647058824205,-62.05250596658716,23.333333333333343,22.83950617283951,
SKUR,Sekur Private Data Ltd,Sell,Strong sell,Neutral,45.170957659621074,-0.010000000000000002,-0.004411764705882372,-66.6666666666665,-1.4210854715202004e-14,-1.0066022089934753e-14,
TG,Trifecta Gold Ltd.,Sell,Sell,Neutral,50.07549361278083,0.010000000000000009,-0.01574999999999996,-53.52798053527957,34.632034632034596,20.779220779220754,
ILI,Imagine Lithium Inc,Buy,Strong buy,Sell,53.98817926635986,0.0050000000000000044,-0.0003088235294117364,-7.246376811594011,33.33333333333335,16.66666666666669,Marubozu White
FCI,First Canadian Graphite Inc.,Neutral,Buy,Sell,54.03300018784094,0.010000000000000009,0.017926470588235266,54.05405405405447,59.999999999999964,63.05555555555552,Marubozu Black
VQS,VIQ Solutions Inc.,Sell,Strong sell,Neutral,34.96438426919674,-0.03,-0.020500000000000074,-214.08045977011986,14.484126984126997,9.85449735449736,
CHS,Comprehensive Healthcare Systems Inc,Neutral,Buy,Sell,51.03153450816726,0.020000000000000018,0.08335294117647107,-25.529674957231386,39.58333333333334,40.09502923976609,"Gravestone Doji, Long Upper Shadow"
WGF,Wescan Goldfields Inc.,Buy,Strong buy,Neutral,60.23050727220787,0.035,0.03155882352941178,65.01110438118319,69.69696969696967,62.15488215488214,Marubozu White
FAS,First Andes Silver Ltd,Buy,Strong buy,Buy,56.98866288376149,0.03,-0.003249999999999975,56.7265157429092,53.33333333333334,37.22222222222223,
HC,Hypercharge Networks Corp.,Buy,Buy,Neutral,52.32922418073935,0,0.0008970588235294036,49.58677685950455,66.66666666666673,59.259259259259316,
FDI,Findev Inc.,Buy,Buy,Neutral,53.476366766062704,0.004999999999999949,-0.0010441176470591396,86.5603644647013,77.77777777777794,62.037037037037216,
PREV,PreveCeutical Medical Inc,Strong sell,Strong sell,Sell,46.96944163414498,0,-0.0016176470588235674,-66.66666666666565,0,4.736951571734001e-15,
MOX,Morien Resources Corp.,Sell,Strong sell,Sell,42.85157363316258,0,-0.014308823529411846,-39.45249597423392,16.666666666666703,20.370370370370427,"Gravestone Doji, Long Upper Shadow"
VZZ,Val-d'Or Mining Corporation,Buy,Strong buy,Neutral,52.430610232199456,0.0050000000000000044,0.002441176470588252,34.10852713178259,65,65.00000000000001,
BTT,Bitterroot Resources Ltd.,Neutral,Sell,Neutral,46.996059144745814,0,-0.005316176470588213,-67.6548840744965,23.333333333333286,22.936507936507898,
AUMC,Auric Minerals Corp.,Neutral,Sell,Neutral,47.49957051474487,-0.034999999999999976,-0.017544117647058988,-95.23809523809514,12.222222222222255,9.259259259259295,
NEXE,NEXE Innovations Inc,Neutral,Sell,Buy,49.266573728325376,0.0049999999999999906,-0.002367647058823419,74.07407407407598,33.33333333333331,20.37037037037035,"Gravestone Doji, Long Upper Shadow"
BTU,BTU Metals Corp,Buy,Buy,Neutral,53.41281618401095,-0.015,0.005308823529411741,-32.75785745905277,20.000000000000018,16.363636363636378,
ZTE,ZTEST Electronics Inc.,Strong buy,Strong buy,Buy,54.76694772363705,0.015000000000000013,0.004897058823530087,121.67952013710406,66.66666666666664,66.66666666666664,"Dragonfly Doji, Long Lower Shadow"
CLIC,Comet Lithium Corp,Buy,Strong buy,Neutral,53.23407919604271,0.010000000000000009,-0.02800000000000008,-22.080963532954254,26.984126984127,14.814814814814817,
MPH,Medicure Inc.,Sell,Strong sell,Sell,44.80412099857374,-0.039999999999999813,-0.05942647058823525,-122.8421130621616,-2.960594732333751e-15,2.4691358024691374,
SGU,Signature Resources Ltd.,Sell,Strong sell,Neutral,36.54103386711634,-0.024999999999999994,-0.019676470588235212,-129.859387923904,9.090909090909097,6.637806637806637,
TRBE,Tribe Property Technologies Inc,Strong sell,Strong sell,Neutral,38.56640403634908,-0.01999999999999999,-0.019000000000000405,-120.48929663608554,28.20512820512822,35.89743589743589,
DEMC,Discovery Energy Metals Corp.,Buy,Strong buy,Buy,59.317894559426335,0.045,0.03672794117647049,74.7800586510262,78.021978021978,84.73748473748473,
GPM,GPM Metals Inc.,Sell,Strong sell,Neutral,39.790535306177986,-0.0050000000000000044,-0.009161764705882355,-91.50326797385502,25.000000000000032,25.000000000000032,"Dragonfly Doji, Long Lower Shadow"
CMC,Cielo Waste Solutions Corp.,Sell,Strong sell,Neutral,45.5431927147889,0.0050000000000000044,-0.008941176470590104,-34.351145038167765,55.5555555555556,51.85185185185188,Marubozu White
NPRA,"Nepra Foods, Inc.",Buy,Buy,Neutral,51.71197756453943,0.010000000000000009,-0.011117647058823482,68.12652068126441,50.00000000000002,35.1851851851852,Marubozu White
SQG,Spackman Equities Group Inc.,Strong sell,Strong sell,Sell,41.57768865752233,0,-0.04608823529411771,-78.39562443026436,33.67446393762183,37.295863114576555,
FNAU,"Four Nines Gold, Inc. Class A",Buy,Strong buy,Neutral,61.706378438408436,0.05000000000000002,0.06303676470588238,67.93393580554671,29.666666666666682,32.888888888888935,
ORS,Orestone Mining Corp.,Neutral,Neutral,Buy,48.403853512986565,0.0049999999999999906,0.0024117647058823216,-98.13874788494076,4.761904761904758,6.031746031746034,"Dragonfly Doji, Long Lower Shadow"
HAPB,"Hapbee Technologies, Inc.",Sell,Strong sell,Neutral,34.084309207166214,-0.010000000000000002,-0.008705882352941209,-106.66666666666686,1.1842378929335002e-15,-2.7632217501781674e-15,
SXL,SLAM Exploration Ltd.,Sell,Strong sell,Sell,45.17382214942346,0,-0.0007794117647059312,-86.66666666666676,25.000000000000018,44.44444444444445,
FIN,Grit Metals Corp.,Neutral,Buy,Sell,51.9637782535669,0.020000000000000018,0.017051470588235196,20.46783625730997,72.22222222222221,76.85185185185182,Marubozu Black
PRIZ,Prismo Metals Inc.,Sell,Strong sell,Neutral,42.95545111785602,0.0049999999999999906,-0.008455882352941285,-33.30068560235058,44.444444444444436,46.75925925925926,Marubozu Black
AUGC,Au Gold Corp,Buy,Strong buy,Neutral,65.34282442467857,0.08000000000000002,0.08676470588235288,88.28575885197321,80.05698005698007,79.36055713833491,"Hanging Man, Bearish Harami"
EVGN,EverGen Infrastructure Corp.,Sell,Strong sell,Sell,48.997329401371864,-0.065,0.004154411764705601,-67.79661016949184,46.428571428571416,49.206349206349216,
AXE,Acceleware Ltd.,Buy,Strong buy,Buy,58.983702853393304,0.015,-0.003088235294117586,72.91666666666717,66.66666666666664,50.00000000000001,Marubozu White
EDY,Eddy Smart Home Solutions Ltd.,Neutral,Buy,Neutral,51.58277878742377,0.030000000000000027,0.05773529411764722,39.01466609710952,40.60606060606063,40.02525252525255,
GOH,GoldHaven Resources Corp,Buy,Buy,Neutral,53.27836278226335,0.044999999999999984,0.023426470588235243,-11.928876884987583,66.15067079463361,59.02992776057787,"Bearish Engulfing, Marubozu Black"
HUNT,"Gold Hunter Resources, Inc.",Neutral,Sell,Neutral,45.05219451008342,-0.0049999999999999906,-0.006397058823529686,-80.52434456928836,14.285714285714306,14.087301587301605,Marubozu White
OC,Olive Resource Capital Inc.,Neutral,Buy,Neutral,51.42983422119865,0,0.004661764705882407,-31.045751633987557,35.71428571428578,37.301587301587354,
EATH,New Earth Resources Corp.,Sell,Strong sell,Neutral,32.87530125535292,-1.23,-0.37798529411764714,-183.66058100815243,6.513871300352233,8.30505682409895,
ANOR,AnorTech Inc,Sell,Sell,Sell,49.33360801076363,0,0.001985294117647071,-64.32748538011704,52.77777777777782,48.14814814814821,
MDMA,"PharmAla Biotech Holdings, Inc.",Sell,Strong sell,Buy,47.63961428171184,0.0050000000000000044,-0.004102941176470615,-22.544283413848575,66.66666666666667,72.22222222222223,Marubozu White
NAR,North Arrow Minerals Inc.,Buy,Strong buy,Neutral,56.81906146628883,0.06,0.07676470588235301,39.403620873269574,49.630021141649046,53.6645525017618,Shooting Star
AWX,ArcWest Exploration Inc.,Sell,Strong sell,Sell,41.52801291821862,-0.014999999999999986,-0.012602941176470484,-96.84684684684736,-1.1842378929335002e-15,-2.4671622769447926e-15,Marubozu Black
MCS,McChip Resources Inc.,Buy,Strong buy,Neutral,54.78785339229035,0,-0.04944117647058821,14.941980607215882,27.77777777777777,16.666666666666668,
RSH,Rush Rare Metals Corp,Strong buy,Strong buy,Buy,59.19091102587026,0.08000000000000002,-0.0037794117647059478,64.36069523317862,74.99999999999999,66.71957671957672,
SNV,Sonoro Energy Ltd.,Sell,Strong sell,Neutral,49.513613887154776,0,-0.001485294117647043,-4.694835680751432,66.66666666666667,72.22222222222223,
HWO,High Arctic Energy Services Inc,Buy,Buy,Buy,51.74084220945175,0.030000000000000027,0.0050294117646941805,27.19955592563981,66.66666666666667,67.28395061728394,
NOVA,EraNova Metals Inc.,Buy,Strong buy,Buy,55.43312003578478,0.03999999999999998,0.03180882352941167,62.82943284840801,80.00000000000001,82.96296296296299,Marubozu Black
YFI,Edgewater Wireless Systems Inc.,Sell,Strong sell,Neutral,45.885845193841284,-0.0050000000000000044,-0.0025735294117646967,-77.51937984496413,-2.3684757858670005e-15,11.111111111111112,
KS,Klondike Silver Corp.,Buy,Strong buy,Neutral,54.061283813775816,0.0049999999999999975,0.0027794117647058636,78.43137254901991,41.66666666666668,25.000000000000057,"Gravestone Doji, Long Upper Shadow"
SCU,Sankamap Metals Inc,Strong sell,Strong sell,Sell,42.0556449131003,0.02999999999999997,-0.025352941176470745,-58.23837945378926,44.063492063492056,44.14486407589856,
MATA,Matador Technologies Inc.,Sell,Strong sell,Neutral,30.872290019454027,-0.03,-0.06258088235294174,-103.86740331491784,2.5641025641025563,0.8547008547008498,
SSE,Silver Spruce Resources Inc.,Strong buy,Strong buy,Neutral,61.27789276459468,0.05500000000000005,-0.0010220588235295702,135.41666666666677,64.35185185185186,43.7456866804693,
USCM,US Critical Metals Corp.,Strong sell,Strong sell,Neutral,42.479104747420635,-0.044999999999999984,-0.038441176470588145,-130.42113851754263,20.000000000000014,20.000000000000018,Doji
REC,Record Resources Inc,Sell,Sell,Sell,43.091892017809165,0,-0.00017647058823531958,-107.45614035087723,49.99999999999998,72.2222222222222,Marubozu Black
SWLF,Silver Wolf Exploration Ltd.,Buy,Buy,Neutral,49.59945004579845,0,-0.015308823529411958,-44.77611940298511,26.99697962855858,19.218987640040258,"Gravestone Doji, Long Upper Shadow"
NBVA,Nubeva Technologies Ltd.,Sell,Strong sell,Buy,43.679983370104786,0,-0.012352941176470622,-67.35751295336794,33.33333333333328,43.70370370370366,"Dragonfly Doji, Long Lower Shadow"
CAPR,Caprock Mining Corp,Sell,Strong sell,Buy,42.133885373103986,-0.015,-0.01664705882352943,-129.18108419838484,6.666666666666671,10,"Dragonfly Doji, Long Lower Shadow"
ABA,Abasca Resources Inc.,Buy,Strong buy,Neutral,51.911275394524,-0.01999999999999999,0.006411764705882408,4.350978970268396,48.148148148148174,46.9135802469136,
FLM,First Lithium Minerals Corp.,Sell,Sell,Neutral,48.96087169495324,-0.0050000000000000044,0.01235294117647058,-76.57657657657636,66.66666666666663,69.99999999999996,
FBF,Fab-Form Industries Ltd,Strong sell,Strong sell,Sell,47.66562304363474,-0.010000000000000009,-0.0002941176470578899,-30.98591549297312,49.83164983164971,70.14590347923674,
RMB,Rumbu Holdings Ltd,Neutral,Buy,Neutral,50.16332559875057,-0.07000000000000006,-0.0405588235294122,-54.19695968274967,26.86274509803921,19.673202614379086,Marubozu White
UDOC,UniDoc Health Corp.,Sell,Strong sell,Neutral,41.1271191127058,-0.020000000000000018,-0.023573529411764965,-168.47694907072324,29.999999999999996,29.74747474747474,
ASL,Argentum Silver Corp.,Buy,Strong buy,Sell,58.03580007637156,0,0.02952941176470586,82.99866131191416,87.50000000000004,84.10493827160498,
MQM,MetalQuest Mining Inc,Sell,Sell,Sell,42.87518581706903,-0.06,-0.005176470588235449,-204.70588235294133,26.666666666666696,40.27777777777783,
CQX,Copper Quest Exploration Inc.,Sell,Strong sell,Sell,43.36824822768461,-0.014999999999999986,-0.0034264705882353086,-110.3117505995201,26.66666666666666,35.55555555555555,Marubozu Black
AIML,AIML Innovations Inc,Buy,Buy,Buy,56.22390733020821,0.0049999999999999975,0.003029411764705857,90.90909090908984,66.66666666666669,66.66666666666667,
OBUL,One Bullion Limited,Sell,Strong sell,Neutral,37.790259950454704,-0.009999999999999995,-0.03511764705882438,-85.149313962873,23.14814814814817,15.123456790123464,
QST,Questor Technology Inc.,Sell,Strong sell,Neutral,47.47921070731778,0.010000000000000009,-0.02814705882352969,-22.259950952650154,32.875667429443155,26.900584795321624,
GGAU,Galactic Gold Corp.,Buy,Strong buy,Neutral,57.91044539454923,-0.024999999999999967,0.037220588235294116,0.3445305770887933,64.7058823529412,61.58418923124808,Marubozu White
CLZ,Canasil Resources Inc.,Buy,Strong buy,Buy,83.44273680778652,0.05500000000000001,0.019779411764705875,285.42458808618414,100,100,
ERKA,Eureka Lithium Corp,Buy,Strong buy,Sell,56.93807233166166,0.0050000000000000044,0.09844117647058809,94.80238912187055,71.24384236453201,72.73535851122057,"Bearish Engulfing, Marubozu Black"
ATOM,Atomic Minerals Corporation,Buy,Buy,Neutral,49.07680603347474,0.0050000000000000044,-0.0316029411764706,-22.988505747126684,30.555555555555557,16.402116402116388,
MASS,Masivo Silver Corp.,Strong buy,Strong buy,Buy,57.59578285175401,0.015,0.004941176470588199,57.971014492754264,45.83333333333335,41.35802469135804,
NWX,Newport Exploration Ltd,Buy,Strong buy,Neutral,61.92176946574273,0.0050000000000000044,0.0006176470588232785,131.68724279835374,44.44444444444441,33.33333333333331,Marubozu White
PCLO,PharmaCielo Ltd.,Sell,Strong sell,Neutral,39.31505572327987,-0.015,-0.018500000000000003,-105.69105691056907,8.289665250534503e-15,-8.88178419700125e-15,
SC.H,Serrano Resources Ltd.,Neutral,Sell,Neutral,49.628951351840136,0.06000000000000001,-0.0024411764705881966,-1.2203626220362438,55.62500000000001,44.86111111111114,
GOAT,GOAT Industries Ltd,Strong sell,Strong sell,Sell,27.282735100207063,-0.09500000000000003,-0.12182352941176466,-109.31847071477485,4.974078341013811,6.878600698280937,
BONE,Boron One Holdings Inc,Sell,Strong sell,Buy,46.613580264627046,0.0049999999999999975,-0.0063382352941176445,-23.941068139962876,16.666666666666664,16.666666666666657,
BAD,Naughty Ventures Corp.,Neutral,Neutral,Neutral,49.008575311101744,0.0050000000000000044,-0.006647058823529367,-29.835390946501853,40.00000000000003,44.444444444444485,
GGM,Granada Gold Mine Inc.,Neutral,Neutral,Neutral,47.842116460887276,0,-0.004735294117647074,-67.19717064544652,13.888888888888852,9.51178451178447,Marubozu White
ZC,Zimtu Capital Corp.,Sell,Sell,Sell,43.81886415036114,-0.10999999999999999,0.03719117647058823,-124.20165783394471,4.736951571734001e-15,10.25641025641027,Marubozu Black
CYM,Cymat Technologies Ltd,Sell,Strong sell,Neutral,43.76149816666944,0.0050000000000000044,-0.008529411764705785,-18.338727076591443,63.33333333333335,48.888888888888914,
DELX,"DelphX Capital Markets, Inc.",Strong sell,Strong sell,Neutral,42.309521582209946,-0.015,-0.0035735294117647046,-103.333333333334,1.0658141036401503e-14,1.0101010101010182,
BOL,Bold Ventures Inc.,Sell,Sell,Sell,39.89342854821436,-0.015,-0.005323529411764755,-121.82741116751248,19.04761904761904,25.39682539682538,Marubozu Black
SUR,Surface Metals Inc.,Strong sell,Strong sell,Neutral,43.114406733534864,-0.04500000000000001,-0.010205882352941148,-111.72770995190538,11.188811188811192,21.756021756021756,
MEK,Metals Creek Resources Corp.,Buy,Strong buy,Buy,56.76934786319445,0.009999999999999995,0.0037720588235293853,29.82668278919797,77.77777777777777,62.962962962962955,Marubozu White
HVG,Harvest Gold Corporation,Buy,Strong buy,Neutral,68.37479781516123,0.035,0.015558823529411757,111.111111111111,72.72727272727273,69.6969696969697,
BNG,Bengal Energy Ltd.,Buy,Strong buy,Sell,55.84157662862847,0,0.0031911764705882285,46.15384615384632,33.333333333333336,33.33333333333332,
PE,Pure Energy Minerals Ltd.,Sell,Sell,Sell,46.67632766165331,-0.020000000000000018,0.006029411764706283,-91.44295302013428,30.666666666666657,35.85964912280702,
GCC,Golden Cariboo Resources Ltd.,Strong buy,Strong buy,Buy,66.30256183040527,0.03,0.017147058823529425,93.31409331409333,85.71428571428571,85.71428571428571,"Gravestone Doji, Long Upper Shadow"
LMR,Lomiko Metals Inc.,Sell,Sell,Neutral,43.84906665050924,-0.014999999999999986,-0.005492647058823463,-150.93411996066897,4.166666666666665,4.365079365079384,Marubozu Black
